year,month,day,home_team,away_team,home_score,away_score,tournament,country,neutral
2006,12,30,Martinique,St Vincent & Grenadines,1,1,Friendly,Martinique,FALSE
2007,1,6,Martinique,Guadeloupe,3,0,Friendly,Martinique,FALSE
2007,1,7,Singapore,Philippines,4,1,Friendly,Singapore,FALSE
2007,1,7,Yemen,Eritrea,4,1,Friendly,Yemen,FALSE
2007,1,7,Haiti,Bermuda,2,0,CONCACAF Ch & Car Cup q,Trinidad and Tobago,TRUE
2007,1,8,Saudi Arabia,Gambia,3,0,Friendly,Saudi Arabia,FALSE
2007,1,9,Haiti,Bermuda,3,0,CONCACAF Ch & Car Cup q,Trinidad and Tobago,TRUE
2007,1,11,Saudi Arabia,Syria,2,1,Friendly,Saudi Arabia,FALSE
2007,1,11,Costa Rica,Nicaragua,2,0,Friendly,Costa Rica,FALSE
2007,1,12,Malaysia,Philippines,4,0,Southeast Asian Champ,Thailand,TRUE
2007,1,12,United Arab Emirates,Iran,0,2,Friendly,United Arab Emirates,FALSE
2007,1,12,Thailand,Myanmar,1,1,Southeast Asian Champ,Thailand,FALSE
2007,1,12,Bahrain,Yemen,4,0,Friendly,United Arab Emirates,TRUE
2007,1,12,Haiti,Martinique,1,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,12,Trinidad and Tobago,Barbados,1,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,FALSE
2007,1,13,Indonesia,Laos,3,1,Southeast Asian Champ,Singapore,TRUE
2007,1,13,Singapore,Vietnam,0,0,Southeast Asian Champ,Singapore,FALSE
2007,1,13,Qatar,Oman,1,1,Friendly,Qatar,FALSE
2007,1,14,Thailand,Philippines,4,0,Southeast Asian Champ,Thailand,FALSE
2007,1,14,Malaysia,Myanmar,0,0,Southeast Asian Champ,Thailand,TRUE
2007,1,14,St Vincent & Grenadines,Guyana,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,14,Guadeloupe,Cuba,2,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,14,Armenia,Panama,1,1,Friendly,United States,TRUE
2007,1,14,Venezuela,Sweden,2,0,Friendly,Venezuela,FALSE
2007,1,15,Indonesia,Vietnam,1,1,Southeast Asian Champ,Singapore,TRUE
2007,1,15,Singapore,Laos,11,0,Southeast Asian Champ,Singapore,FALSE
2007,1,15,Haiti,Barbados,2,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,15,Trinidad and Tobago,Martinique,5,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,FALSE
2007,1,16,Myanmar,Philippines,0,0,Southeast Asian Champ,Thailand,TRUE
2007,1,16,Thailand,Malaysia,1,0,Southeast Asian Champ,Thailand,FALSE
2007,1,16,Guyana,Guadeloupe,4,3,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,16,Cuba,St Vincent & Grenadines,3,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,17,Singapore,Indonesia,2,2,Southeast Asian Champ,Singapore,FALSE
2007,1,17,Vietnam,Laos,9,0,Southeast Asian Champ,Singapore,TRUE
2007,1,17,Kuwait,Yemen,1,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,17,United Arab Emirates,Oman,1,2,Gulf Cup,United Arab Emirates,FALSE
2007,1,17,Trinidad and Tobago,Haiti,3,1,CONCACAF Ch q & Car Cup,Trinidad and Tobago,FALSE
2007,1,17,Martinique,Barbados,3,2,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,18,Iraq,Qatar,1,0,Gulf Cup,United Arab Emirates,TRUE
2007,1,18,Saudi Arabia,Bahrain,2,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,18,Cuba,Guyana,0,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,18,Guadeloupe,St Vincent & Grenadines,1,0,CONCACAF Ch q & Car Cup,Trinidad and Tobago,TRUE
2007,1,18,Ecuador,Sweden,2,1,Friendly,Ecuador,FALSE
2007,1,20,Oman,Kuwait,2,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,20,United Arab Emirates,Yemen,2,1,Gulf Cup,United Arab Emirates,FALSE
2007,1,20,Haiti,Guadeloupe,3,1,Caribbean Cup,Trinidad and Tobago,TRUE
2007,1,20,Trinidad and Tobago,Cuba,3,1,Caribbean Cup,Trinidad and Tobago,FALSE
2007,1,21,Bahrain,Iraq,1,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,21,Qatar,Saudi Arabia,1,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,21,Ecuador,Sweden,1,1,Friendly,Ecuador,FALSE
2007,1,23,Malaysia,Singapore,1,1,Southeast Asian Champ,Malaysia,FALSE
2007,1,23,United Arab Emirates,Kuwait,3,2,Gulf Cup,United Arab Emirates,FALSE
2007,1,23,Oman,Yemen,2,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,23,Trinidad and Tobago,Haiti,1,2,Caribbean Cup,Trinidad and Tobago,FALSE
2007,1,23,Cuba,Guadeloupe,2,1,Caribbean Cup,Trinidad and Tobago,TRUE
2007,1,24,Vietnam,Thailand,0,2,Southeast Asian Champ,Vietnam,FALSE
2007,1,24,Saudi Arabia,Iraq,1,0,Gulf Cup,United Arab Emirates,TRUE
2007,1,24,Bahrain,Qatar,2,1,Gulf Cup,United Arab Emirates,TRUE
2007,1,24,Zanzibar,Northern Cyprus,2,1,Friendly,Zanzibar,FALSE
2007,1,27,Singapore,Malaysia,1,1,Southeast Asian Champ,Singapore,FALSE
2007,1,27,United Arab Emirates,Saudi Arabia,1,0,Gulf Cup,United Arab Emirates,FALSE
2007,1,27,Oman,Bahrain,1,0,Gulf Cup,United Arab Emirates,TRUE
2007,1,28,Thailand,Vietnam,0,0,Southeast Asian Champ,Thailand,FALSE
2007,1,30,United Arab Emirates,Oman,1,0,Gulf Cup,United Arab Emirates,FALSE
2007,1,31,Singapore,Thailand,2,1,Southeast Asian Champ,Singapore,FALSE
2007,1,31,Panama,Trinidad and Tobago,2,1,Friendly,Panama,FALSE
2007,2,3,Poland,Estonia,4,0,Friendly,Spain,TRUE
2007,2,4,Thailand,Singapore,1,1,Southeast Asian Champ,Thailand,FALSE
2007,2,4,Costa Rica,Trinidad and Tobago,4,0,Friendly,Costa Rica,FALSE
2007,2,6,Denmark,Australia,3,1,Friendly,England,TRUE
2007,2,6,South Korea,Greece,1,0,Friendly,England,TRUE
2007,2,6,Ghana,Nigeria,4,1,Friendly,England,TRUE
2007,2,6,Mali,Lithuania,3,1,Friendly,France,TRUE
2007,2,6,Ivory Coast,Guinea,1,0,Friendly,France,TRUE
2007,2,6,Botswana,Namibia,1,0,Friendly,Botswana,FALSE
2007,2,6,Portugal,Brazil,2,0,Friendly,England,TRUE
2007,2,6,Northern Ireland,Wales,0,0,Friendly,Northern Ireland,FALSE
